customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
6120-RJKLU,False,Female,1,True,False,62,True,False,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),79.95,4819.75,2.665
6121-TNHBO,False,Female,1,False,False,63,True,True,DSL,True,True,True,True,True,False,One year,False,Bank transfer (automatic),83.0,5243.05,2.7666666666666666
6121-VZNQB,True,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.1,19.1,0.6366666666666667
6122-EFVKN,False,Male,0,False,True,24,False,No phone service,DSL,True,False,False,True,False,False,Two year,False,Mailed check,35.75,830.8,1.1916666666666667
6122-LJADA,False,Male,0,True,True,70,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.15,6237.05,3.0050000000000003
6124-ACRHJ,False,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.75,19.75,0.6583333333333333
6127-ISGTU,True,Female,0,True,False,16,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.95,1378.25,2.8316666666666666
6127-IYJOZ,False,Male,1,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.85,45.85,1.5283333333333333
6128-AQBMT,False,Male,1,True,False,41,False,No phone service,DSL,False,True,True,False,True,True,Month-to-month,True,Electronic check,53.95,2215.4,1.7983333333333333
6128-CZOMY,True,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.65,45.65,1.5216666666666667
6128-DAFVY,False,Female,0,False,False,56,False,No phone service,DSL,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),44.85,2564.95,1.495
6131-FOYAS,False,Male,0,False,False,35,True,True,DSL,True,False,True,False,False,False,Month-to-month,True,Electronic check,59.6,2094.9,1.9866666666666668
6131-IUNXN,False,Female,0,True,True,19,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,382.2,0.6733333333333333
6131-JLWZM,False,Female,0,False,False,13,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.3,275.4,0.6766666666666666
6133-OZILE,False,Female,0,False,False,18,False,No phone service,DSL,False,False,True,True,False,False,Month-to-month,True,Electronic check,35.2,607.3,1.1733333333333333
6134-KWTBV,False,Male,0,False,False,62,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),23.4,1429.65,0.7799999999999999
6135-OZQVA,False,Female,0,False,False,7,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.65,404.35,1.7883333333333333
6137-MFAJN,False,Female,0,False,False,48,False,No phone service,DSL,True,True,False,False,True,False,Month-to-month,True,Electronic check,44.8,2104.55,1.4933333333333332
6137-NICCO,False,Female,0,True,True,6,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Mailed check,94.05,518.75,3.135
6139-ZZRBQ,False,Male,1,False,False,64,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.05,1198.05,0.6683333333333333
6140-QNRQQ,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,71.55,71.55,2.385
6141-OOXUQ,True,Male,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.65,19.65,0.6549999999999999
6142-VSJQO,True,Female,0,True,True,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),44.35,44.35,1.4783333333333333
6143-JQKEA,False,Male,0,False,False,10,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),45.8,436.2,1.5266666666666666
6145-NNPNO,False,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),44.15,44.15,1.4716666666666667
6147-CBCRA,False,Female,0,True,False,33,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,669.45,0.6683333333333333
6152-ONASV,False,Female,0,True,False,68,True,True,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),58.25,3975.7,1.9416666666666667
6156-UZDLF,False,Female,0,False,False,26,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Credit card (automatic),87.15,2274.1,2.9050000000000002
6158-DWPZT,True,Male,0,True,False,9,False,No phone service,DSL,False,False,False,False,False,False,One year,False,Bank transfer (automatic),24.1,259.8,0.8033333333333333
6158-HDPXZ,False,Male,0,False,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,25.35,25.35,0.8450000000000001
6161-ERDGD,False,Male,0,True,True,71,True,True,DSL,True,False,True,True,True,True,One year,False,Electronic check,85.45,6300.85,2.8483333333333336
6161-UUUTA,True,Male,1,False,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.9,260.9,2.6633333333333336
6164-HAQTX,False,Male,0,False,False,71,False,No phone service,DSL,True,True,True,True,True,False,Two year,False,Bank transfer (automatic),53.95,3888.65,1.7983333333333333
6164-HXUGH,False,Female,0,True,True,6,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,119.3,0.6616666666666667
6166-ILMNY,True,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.75,144.55,2.325
6166-YIPFO,False,Male,0,True,False,72,False,No phone service,DSL,True,True,True,True,True,True,Two year,True,Electronic check,64.7,4746.05,2.1566666666666667
6167-SYRNG,,Male,1,True,False,59,False,No phone service,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),64.05,3886.85,2.135
6168-WFVVF,True,Female,1,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.3,235.5,2.3433333333333333
6168-YBYNP,False,Male,0,False,False,59,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.35,6519.75,3.7116666666666664
6169-PGNCD,False,Female,0,False,False,57,True,False,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),74.3,4166.35,2.4766666666666666
6169-PPETC,False,Male,0,True,True,35,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.5,759.35,0.6833333333333333
6171-ZTVYB,False,Male,0,True,False,43,True,True,DSL,True,True,False,True,False,False,Month-to-month,False,Bank transfer (automatic),66.25,2907.35,2.2083333333333335
6172-FECYY,True,Male,0,True,True,49,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,84.5,4254.85,2.816666666666667
6173-GOLSU,False,Male,1,True,False,67,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),94.65,6079.0,3.1550000000000002
6173-ITPWD,True,Male,0,True,False,47,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),83.35,4065.0,2.7783333333333333
6174-NRBTZ,False,Male,0,False,False,46,False,No phone service,DSL,True,False,False,False,False,False,One year,True,Bank transfer (automatic),30.75,1489.3,1.025
6175-IRFIT,False,Male,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Mailed check,78.75,426.35,2.625
6176-YJWAS,False,Male,0,True,False,72,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Credit card (automatic),97.95,7114.25,3.265
6177-PEVRA,False,Female,0,False,False,48,True,False,DSL,True,True,False,False,False,False,Two year,False,Credit card (automatic),55.5,2627.35,1.85
6178-KFNHS,True,Female,0,False,True,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.3,909.25,2.61
6179-GJPSO,True,Female,1,False,False,43,True,False,Fiber optic,True,True,False,True,True,True,Month-to-month,True,Credit card (automatic),108.15,4600.7,3.605
6180-YBIQI,False,Male,0,False,False,5,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.3,100.2,0.81
6181-AXXYF,False,Male,0,True,True,72,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.75,1859.1,0.825
6184-DYUOB,False,Female,0,True,False,3,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.6,55.25,0.6533333333333334
6185-TASNN,False,Male,1,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.3,46.3,1.5433333333333332
6188-UXBBR,False,Female,0,True,False,38,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.25,814.75,0.675
6194-HBGQN,False,Male,0,False,False,51,True,True,DSL,True,True,True,True,True,False,One year,True,Credit card (automatic),81.15,4126.2,2.705
6195-MELTI,False,Male,0,False,False,57,True,False,DSL,False,True,False,True,False,False,One year,True,Mailed check,54.65,3134.7,1.8216666666666665
6196-HBOBZ,False,Male,0,True,False,65,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Electronic check,99.35,6347.55,3.3116666666666665
6198-PNNSZ,False,Female,0,True,False,56,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Bank transfer (automatic),109.8,6109.65,3.6599999999999997
6198-RTPMF,False,Female,0,True,False,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,92.6,1579.7,3.0866666666666664
6198-ZFIOJ,False,Female,0,False,False,5,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.6,402.5,2.52
6199-IPCAO,False,Female,0,True,True,29,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,26.1,692.55,0.87
6199-IWKGC,False,Female,1,True,False,46,True,True,Fiber optic,False,False,False,True,True,True,One year,False,Electronic check,100.25,4753.85,3.341666666666667
6202-DYYFX,False,Female,0,False,False,22,True,True,Fiber optic,False,False,False,False,False,False,One year,True,Credit card (automatic),76.0,1783.6,2.533333333333333
6202-JVYEU,False,Male,0,False,False,9,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,19.9,164.6,0.6633333333333333
6203-HBZPA,False,Male,0,False,False,52,False,No phone service,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),63.9,3334.95,2.13
6204-IEUXJ,True,Female,0,False,False,3,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,False,Credit card (automatic),80.1,217.55,2.67
6207-WIOLX,True,Female,0,True,True,25,False,No phone service,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.6,1502.65,1.9533333333333334
6210-KBBPI,True,Male,1,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.45,919.4,3.315
6211-WHMYA,False,Female,1,False,False,64,False,No phone service,DSL,False,True,False,True,True,False,Month-to-month,True,Electronic check,43.85,2751.0,1.4616666666666667
6211-WWLTF,False,Male,0,True,False,63,True,False,Fiber optic,True,False,True,False,True,True,Two year,False,Credit card (automatic),99.7,6330.4,3.3233333333333333
6212-ATMLK,False,Female,0,False,False,50,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.7,4729.75,3.19
6214-EDAKZ,True,Female,0,True,True,22,True,False,DSL,False,True,False,True,False,False,Month-to-month,False,Electronic check,55.15,1206.05,1.8383333333333334
6215-NQCPY,False,Male,0,False,False,15,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,99.7,1566.75,3.3233333333333333
6217-KDYWC,False,Male,0,False,True,57,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.6,1170.55,0.6533333333333334
6217-TOWGS,False,Female,0,True,False,17,True,True,DSL,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),75.4,1322.55,2.5133333333333336
6218-KNUBD,False,Male,0,False,False,6,True,False,DSL,False,True,False,False,True,False,Month-to-month,False,Electronic check,59.45,357.6,1.9816666666666667
6221-AVQYL,True,Male,0,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),73.25,131.05,2.441666666666667
6223-DHJGV,False,Female,0,False,False,42,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.65,958.1,0.6883333333333332
6225-VNQSJ,,Male,0,False,False,1,False,No phone service,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45,35.45,1.1816666666666669
6227-FBDXH,False,Male,0,True,False,69,True,True,Fiber optic,False,False,True,False,True,True,One year,False,Bank transfer (automatic),99.5,6841.45,3.316666666666667
6227-HWPWX,True,Female,0,False,True,15,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.0,994.8,2.3
6229-LSCKB,False,Male,1,False,False,6,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.7,497.6,2.6566666666666667
6229-UOLQL,False,Male,0,True,True,56,False,No phone service,DSL,True,True,False,True,True,False,One year,True,Mailed check,52.0,2884.9,1.7333333333333334
6230-BSUXY,True,Female,1,False,False,1,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,85.0,85.0,2.8333333333333335
6231-WFGFH,False,Male,0,True,True,4,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.5,77.6,0.6833333333333333
6233-HXJMX,False,Female,0,False,False,45,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),89.3,4192.15,2.9766666666666666
6234-PFPXL,False,Male,0,True,False,22,True,True,Fiber optic,True,False,False,True,True,False,Month-to-month,False,Credit card (automatic),95.9,2234.95,3.1966666666666668
6234-RAAPL,False,Female,0,True,True,72,True,True,Fiber optic,True,True,False,True,True,False,Two year,False,Bank transfer (automatic),99.9,7251.7,3.33
6235-VDHOM,True,Female,1,False,False,5,False,No phone service,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,28.45,131.05,0.9483333333333334
6240-EURKS,True,Female,0,False,True,18,False,No phone service,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.0,553.0,1.1666666666666667
6242-FEGFD,False,Male,0,True,False,66,True,True,Fiber optic,True,True,True,True,False,False,Two year,False,Mailed check,96.6,6424.25,3.2199999999999998
6242-MBHPK,False,Female,1,True,False,23,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.1,2326.05,3.17
6242-SGYTS,False,Male,0,True,True,62,True,True,Fiber optic,True,True,False,False,True,False,One year,True,Credit card (automatic),94.95,5791.85,3.165
6243-OZGFH,False,Female,0,False,False,23,False,No phone service,DSL,False,False,False,False,True,True,Month-to-month,True,Electronic check,44.95,996.85,1.4983333333333335
6244-BESBM,False,Male,0,True,True,69,True,False,Fiber optic,False,False,False,True,True,True,Two year,True,Credit card (automatic),95.2,6671.7,3.1733333333333333
6248-BSHKG,False,Male,0,True,True,61,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.4,1226.45,0.6799999999999999
6248-TKCQV,False,Female,0,True,True,70,True,True,DSL,True,False,False,True,True,True,Two year,True,Bank transfer (automatic),80.6,5460.2,2.6866666666666665
6250-CGGUN,False,Male,0,False,False,54,True,False,Fiber optic,True,False,True,True,False,False,One year,False,Electronic check,84.4,4484.05,2.8133333333333335
6252-DFGTK,False,Female,0,True,False,37,True,True,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),68.1,2479.25,2.27
6253-GNHWH,False,Female,0,True,True,71,True,True,DSL,True,True,True,True,False,False,Two year,False,Mailed check,71.1,5224.95,2.3699999999999997
6253-WRFHY,False,Male,0,True,True,13,True,False,DSL,False,False,False,False,True,True,One year,True,Electronic check,64.75,877.35,2.158333333333333
6257-DTAYD,False,Male,0,True,False,71,True,True,Fiber optic,False,True,False,True,True,True,Two year,True,Credit card (automatic),104.15,7365.3,3.4716666666666667
6257-RJOHI,False,Male,0,False,False,4,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,50.8,202.3,1.6933333333333331
6258-NGCNG,False,Male,0,False,False,7,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,23.5,173.0,0.7833333333333333
6258-PVZWJ,False,Male,0,True,False,68,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.8,6302.85,3.0266666666666664
6259-WJQLC,False,Male,1,False,False,32,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),81.1,2619.25,2.703333333333333
6260-ONULR,False,Male,0,False,False,1,True,False,DSL,False,False,False,False,True,True,Month-to-month,True,Mailed check,62.8,62.8,2.0933333333333333
6260-XLACS,False,Male,0,False,False,4,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.7,117.8,0.6566666666666666
6261-LHRTG,False,Female,0,False,False,26,True,False,DSL,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),54.75,1406.9,1.825
6261-RCVNS,True,Female,0,False,False,42,True,False,DSL,True,True,True,True,False,True,One year,False,Credit card (automatic),73.9,3160.55,2.4633333333333334
6265-FRMTQ,False,Male,0,False,False,31,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.4,609.1,0.6799999999999999
6265-SXWBU,False,Male,0,True,True,69,True,True,Fiber optic,False,True,True,False,True,False,One year,False,Credit card (automatic),95.75,6511.25,3.191666666666667
6266-QHOJZ,False,Female,0,False,False,65,True,True,Fiber optic,True,True,False,True,False,False,One year,True,Electronic check,89.85,5844.65,2.9949999999999997
6267-DCFFZ,False,Female,1,True,False,30,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,90.05,2627.2,3.0016666666666665
6270-OMFIW,True,Male,0,True,False,60,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,94.4,5610.25,3.146666666666667
6271-PRTUU,,Female,0,True,True,28,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),19.55,543.8,0.6516666666666667
6272-HWGNQ,,Female,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.0,85.0,2.8333333333333335
6275-YDUVO,True,Female,0,False,False,2,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Mailed check,86.2,178.7,2.8733333333333335
6278-FEPBZ,False,Female,0,False,False,9,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.25,186.15,0.675
6281-FKEWS,False,Female,0,False,False,44,False,No phone service,DSL,False,False,True,False,True,True,One year,True,Electronic check,49.05,2265.0,1.635
6283-GITPX,False,Male,0,False,True,71,True,False,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),76.9,5522.7,2.5633333333333335
6284-AHOOQ,True,Male,1,False,False,22,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Bank transfer (automatic),90.5,1910.6,3.0166666666666666
6284-KMNUF,False,Female,0,True,False,56,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Electronic check,98.0,5270.6,3.2666666666666666
6285-FTQBF,False,Male,0,True,True,72,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.55,1867.7,0.8516666666666667
6286-SUUWT,False,Male,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,19.95,0.6649999999999999
6286-ZHAOK,False,Female,0,True,True,20,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),25.55,507.4,0.8516666666666667
6288-CHQJB,False,Female,0,True,True,54,True,False,DSL,True,False,True,True,False,True,Two year,False,Bank transfer (automatic),69.95,3871.85,2.3316666666666666
6288-LBEAR,False,Female,0,False,False,23,True,False,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Mailed check,79.1,1783.75,2.6366666666666663
6289-CPNLD,True,Male,0,True,True,33,True,False,DSL,False,False,True,True,True,True,One year,True,Mailed check,73.9,2405.05,2.4633333333333334
6292-TOSSS,False,Male,0,False,False,50,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.9,1195.25,0.83
6295-OSINB,False,Male,0,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Electronic check,109.65,7880.25,3.6550000000000002
6296-DDOOR,False,Female,0,False,False,19,True,False,DSL,False,True,False,False,True,False,One year,False,Electronic check,58.2,1045.25,1.9400000000000002
6297-NOOPG,False,Female,0,True,False,70,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,110.5,7752.05,3.683333333333333
6298-QDFNH,True,Male,0,False,False,22,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,79.35,1730.35,2.645
6300-BWMJX,False,Female,0,True,False,59,True,True,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Electronic check,93.35,5386.5,3.1116666666666664
6302-JGYRJ,True,Male,0,False,True,31,True,True,DSL,False,True,False,True,True,True,One year,True,Mailed check,79.45,2587.7,2.6483333333333334
6303-APKJD,,Male,1,True,False,57,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,89.85,4925.35,2.9949999999999997
6303-KFWSL,False,Female,0,False,False,29,True,True,DSL,False,True,False,False,False,False,One year,True,Electronic check,55.25,1620.2,1.8416666666666666
6304-IJFSQ,True,Male,0,False,False,3,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,49.9,130.1,1.6633333333333333
6305-YLBMM,True,Male,0,False,False,69,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),104.05,7262.0,3.4683333333333333
6308-CQRBU,False,Female,0,True,False,71,True,True,Fiber optic,False,True,True,True,True,True,Two year,False,Electronic check,109.25,7707.7,3.6416666666666666
6311-UEUME,True,Female,0,False,False,29,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,78.9,2384.15,2.6300000000000003
6313-GIDIT,True,Male,1,False,False,53,False,No phone service,DSL,False,True,True,False,True,True,Month-to-month,True,Electronic check,54.45,2854.55,1.8150000000000002
6317-YPKDH,True,Female,0,False,False,1,False,No phone service,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.95,29.95,0.9983333333333333
6319-IEJWJ,True,Male,0,True,True,20,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.2,1776.55,3.006666666666667
6319-QSUSR,False,Female,0,False,True,11,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.7,216.2,0.6566666666666666
6319-ZXCPZ,,Male,0,True,False,60,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,95.75,5742.9,3.191666666666667
6322-HRPFA,False,Male,0,True,True,49,True,False,DSL,True,True,False,True,False,False,Month-to-month,False,Credit card (automatic),59.6,2970.3,1.9866666666666668
6322-PJJDJ,False,Male,0,True,False,49,True,False,Fiber optic,False,True,False,False,True,True,Two year,True,Electronic check,94.8,4690.65,3.1599999999999997
6323-AYBRX,True,Male,0,False,False,59,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.35,1099.6,0.645
6326-MTTXK,True,Male,0,False,False,8,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,100.85,819.55,3.3616666666666664
6328-ZPBGN,True,Female,1,False,False,11,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),95.15,997.65,3.171666666666667
6330-JKLPC,True,Male,0,True,False,11,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.5,896.9,2.683333333333333
6331-EWIEB,True,Male,0,False,False,20,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.25,1734.5,2.841666666666667
6331-LWDTQ,True,Male,0,False,False,10,True,True,DSL,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),72.15,794.25,2.4050000000000002
6332-FBZRI,False,Male,0,True,True,67,True,True,DSL,True,True,True,True,False,False,One year,True,Credit card (automatic),69.35,4653.25,2.3116666666666665
6333-YDVLT,False,Male,0,False,False,65,True,True,Fiber optic,True,False,True,True,True,True,One year,True,Credit card (automatic),110.0,7138.65,3.6666666666666665
6338-AVWCY,True,Male,0,False,False,3,False,No phone service,DSL,False,False,True,False,True,False,Month-to-month,True,Mailed check,40.15,130.75,1.3383333333333334
6339-DKLMK,False,Female,0,False,False,13,False,No phone service,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,31.65,389.95,1.055
6339-RZCBJ,False,Male,0,False,False,48,True,False,DSL,False,True,True,True,True,True,Two year,False,Credit card (automatic),78.9,3771.5,2.6300000000000003
6339-TBELP,False,Male,0,False,False,71,True,True,Fiber optic,False,False,True,True,False,False,Two year,True,Credit card (automatic),86.4,6172.0,2.8800000000000003
6339-YPSAH,False,Male,0,False,False,9,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,73.8,704.3,2.46
6340-DACFT,False,Female,0,True,True,50,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.55,1070.25,0.685
6341-AEVKX,False,Female,0,True,False,62,True,False,Fiber optic,True,False,True,True,True,True,One year,True,Electronic check,104.3,6613.65,3.4766666666666666
6341-JVQGF,False,Female,0,True,True,31,True,False,DSL,True,False,True,True,True,True,One year,True,Mailed check,81.15,2545.75,2.705
6344-SFJVH,False,Female,0,False,False,20,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),24.9,505.95,0.83
6345-FZOQH,False,Male,0,True,False,69,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,1363.45,0.6633333333333333
6345-HOVES,False,Male,0,False,False,34,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),25.05,852.7,0.8350000000000001
6345-ULYRW,True,Male,1,True,False,44,True,True,Fiber optic,False,True,False,False,False,True,One year,False,Mailed check,88.4,3912.9,2.9466666666666668
6347-DCUIK,True,Male,0,False,False,10,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,74.15,811.8,2.4716666666666667
6348-SNFUS,False,Male,0,True,True,72,False,No phone service,DSL,True,True,True,True,False,True,Two year,True,Credit card (automatic),55.45,4179.2,1.8483333333333334
6349-JDHQP,False,Female,0,False,False,53,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.85,1049.6,0.6616666666666667
6350-XFYGW,False,Male,1,False,False,4,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.75,422.4,3.158333333333333
6351-SCJKT,False,Male,0,False,False,3,False,No phone service,DSL,True,False,True,True,False,False,Month-to-month,False,Mailed check,41.35,107.25,1.3783333333333334
6352-GIGGQ,False,Male,0,False,False,67,True,True,DSL,True,True,True,True,True,True,One year,True,Bank transfer (automatic),88.8,5903.15,2.96
